set_id,database,pathway,msigdb_id,source_id,description,url,source_size,measured_size,measured_fraction,status,representative,jaccard
GOBP|GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GOBP,GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,M25387,GO:1905906,"Any process that modulates the frequency, rate or extent of amyloid fibril formation. [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:23106396]",http://amigo.geneontology.org/amigo/term/GO:1905906,18,8,0.4444444444444444,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,GOBP,GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,M12220,GO:1902991,"Any process that modulates the frequency, rate or extent of amyloid precursor protein catabolic process. [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:24499793]",http://amigo.geneontology.org/amigo/term/GO:1902991,59,15,0.2542372881355932,redundant,GOBP|GOBP_AMYLOID_BETA_METABOLIC_PROCESS,0.6190476190476191
GOBP|GOBP_REGULATION_OF_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,GOBP,GOBP_REGULATION_OF_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,M43058,GO:1905784,"Any process that modulates the frequency, rate or extent of anaphase-promoting complex-dependent catabolic process. [GO_REF:0000058, GOC:TermGenie, PMID:10921876]",http://amigo.geneontology.org/amigo/term/GO:1905784,6,1,0.16666666666666666,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,GOBP,GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,M7769,GO:0022603,"Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0022603,916,148,0.1615720524017467,source_too_large,NA,NA
GOBP|GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE,GOBP,GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE,M12279,GO:0090066,"Any process that modulates the size of an anatomical structure. [GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0090066,511,119,0.2328767123287671,source_too_large,NA,NA
GOBP|GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,GOBP,GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,M12117,GO:0060765,"Any process that modulates the rate, frequency, or extent of the androgen receptor signaling pathway. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0060765,33,2,0.06060606060606061,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD,GOBP,GOBP_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD,M22211,GO:0002002,"The process that modulates the level of any of the various angiotensinogen proteolytic products in the blood. This occurs by the proteolytic cleavage of angiotensinogen, and its proteolytic products, to create a variety of active peptide hormones, such as angiotensin I and angiotensin II, as well as through the removal of these peptides from the circulation. [GOC:rl, PMID:21951628, Wikipedia:Angiotensin]",http://amigo.geneontology.org/amigo/term/GO:0002002,14,6,0.42857142857142855,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION,GOBP,GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION,M22318,GO:0003156,"Any process that modulates the rate, frequency or extent of animal organ formation. Organ formation is the process pertaining to the initial formation of an organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. [GOC:dph, GOC:mtg_heart, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0003156,29,1,0.034482758620689655,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,GOBP,GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,M25426,GO:2000027,"Any process that modulates the frequency, rate or extent of animal organ morphogenesis. [GOC:obol]",http://amigo.geneontology.org/amigo/term/GO:2000027,83,5,0.060240963855421686,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ANOIKIS,GOBP,GOBP_REGULATION_OF_ANOIKIS,M14433,GO:2000209,"Any process that modulates the frequency, rate or extent of anoikis. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:2000209,24,5,0.20833333333333334,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE,GOBP,GOBP_REGULATION_OF_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE,M43053,GO:1905034,"Any process that modulates the frequency, rate or extent of an antifungal innate immune response. [GO_REF:0000058, GOC:dph, GOC:TermGenie, PMID:22470487]",http://amigo.geneontology.org/amigo/term/GO:1905034,5,1,0.2,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,GOBP,GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,M12648,GO:0002577,"Any process that modulates the frequency, rate, or extent of antigen processing and presentation. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002577,23,2,0.08695652173913043,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,GOBP,GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,M10719,GO:0002583,"Any process that modulates the frequency, rate, or extent of antigen processing and presentation of peptide antigen. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002583,6,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,GOBP,GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,M22270,GO:0002580,"Any process that modulates the frequency, rate, or extent of antigen processing and presentation of antigen (peptide or polysaccharide) via MHC class II. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002580,5,1,0.2,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GOBP,GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,M10131,GO:0050854,"Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0050854,85,12,0.1411764705882353,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE,GOBP,GOBP_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE,M22283,GO:0002759,"Any process that modulates the frequency, rate, or extent of an antimicrobial humoral response. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002759,10,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION,GOBP,GOBP_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION,M45056,GO:0002784,"Any process that modulates the frequency, rate, or extent of antimicrobial peptide production. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002784,6,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE,GOBP,GOBP_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE,M25482,GO:2000425,"Any process that modulates the frequency, rate or extent of apoptotic cell clearance. [GOC:obol]",http://amigo.geneontology.org/amigo/term/GO:2000425,10,2,0.2,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,GOBP,GOBP_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,M25281,GO:1904748,"Any process that modulates the frequency, rate or extent of apoptotic process involved in development. [GO_REF:0000058, GOC:TermGenie, PMID:22801495]",http://amigo.geneontology.org/amigo/term/GO:1904748,14,1,0.07142857142857142,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL,GOBP,GOBP_REGULATION_OF_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL,M42931,GO:0071865,"Any process that modulates the occurrence or rate of cell death by apoptotic process in the bone marrow. [GOC:mah, GOC:mtg_apoptosis, GOC:yaf, PMID:17063141]",http://amigo.geneontology.org/amigo/term/GO:0071865,5,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,GOBP,GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,M16933,GO:2001233,"Any process that modulates the frequency, rate or extent of apoptotic signaling pathway. [GOC:mtg_apoptosis]",http://amigo.geneontology.org/amigo/term/GO:2001233,402,100,0.24875621890547264,retained,NA,NA
GOBP|GOBP_REGULATION_OF_APPETITE,GOBP,GOBP_REGULATION_OF_APPETITE,M14263,GO:0032098,"Any process which modulates appetite, the desire or physical craving for food. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0032098,27,3,0.1111111111111111,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ARACHIDONATE_SECRETION,GOBP,GOBP_REGULATION_OF_ARACHIDONATE_SECRETION,M24684,GO:0090237,"Any process that modulates the rate, frequency, or extent of arachidonic acid secretion, the controlled release of arachidonic acid from a cell or a tissue. [GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0090237,6,1,0.16666666666666666,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,GOBP,GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,M13607,GO:0034315,"Any process that modulates the frequency, rate or extent of actin nucleation mediated by the Arp2/3 complex and interacting proteins. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0034315,31,6,0.1935483870967742,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ARTERY_MORPHOGENESIS,GOBP,GOBP_REGULATION_OF_ARTERY_MORPHOGENESIS,M25370,GO:1905651,"Any process that modulates the frequency, rate or extent of artery morphogenesis. [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:27389411]",http://amigo.geneontology.org/amigo/term/GO:1905651,14,1,0.07142857142857142,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ASTROCYTE_ACTIVATION,GOBP,GOBP_REGULATION_OF_ASTROCYTE_ACTIVATION,M24314,GO:0061888,"Any process that modulates the frequency, rate or extent of astrocyte activation. [GOC:aruk, GOC:bc, PMID:20005821]",http://amigo.geneontology.org/amigo/term/GO:0061888,8,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,GOBP,GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,M11897,GO:0048710,"Any process that modulates the frequency, rate or extent of astrocyte differentiation. [GOC:vp, PMID:15139015]",http://amigo.geneontology.org/amigo/term/GO:0048710,32,2,0.0625,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ASYMMETRIC_CELL_DIVISION,GOBP,GOBP_REGULATION_OF_ASYMMETRIC_CELL_DIVISION,M42659,GO:0009786,"Any process that modulates the frequency, rate or extent of asymmetric cell division. [GOC:lr]",http://amigo.geneontology.org/amigo/term/GO:0009786,5,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GOBP,GOBP_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,M25037,GO:1901894,"Any process that modulates the frequency, rate or extent of an ATPase-coupled calcium transmembrane transporter activity. [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19708671]",http://amigo.geneontology.org/amigo/term/GO:1901894,6,2,0.3333333333333333,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,GOBP,GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,M25559,GO:2001169,"Any process that modulates the frequency, rate or extent of ATP biosynthetic process. [GOC:obol]",http://amigo.geneontology.org/amigo/term/GO:2001169,21,9,0.42857142857142855,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,GOBP,GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,M14837,GO:0043462,Any process that modulates the rate of an ATP-dependent activity. [GOC:jl],http://amigo.geneontology.org/amigo/term/GO:0043462,34,15,0.4411764705882353,retained,NA,NA
GOBP|GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION,GOBP,GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION,M24144,GO:0060371,"Any process that modulates the establishment or extent of a membrane potential in the depolarizing direction away from the resting potential in an atrial cardiomyocyte. [GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0060371,10,2,0.2,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,GOBP,GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,M24145,GO:0060372,"Any process that modulates the establishment or extent of a membrane potential in the polarizing direction towards the resting potential in an atrial cardiomyocyte. [GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0060372,8,1,0.125,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,GOBP,GOBP_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,M45244,GO:1902423,"Any process that modulates the frequency, rate or extent of attachment of spindle microtubules to kinetochore involved in mitotic sister chromatid segregation. [GOC:TermGenie, GOC:vw, PMID:22065639]",http://amigo.geneontology.org/amigo/term/GO:1902423,10,1,0.1,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,GOBP,GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,M13865,GO:0051988,"Any process that modulates the frequency, rate or extent of the attachment of spindle microtubules to the kinetochore. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051988,23,4,0.17391304347826086,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,GOBP,GOBP_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,M46931,GO:2000785,"Any process that modulates the frequency, rate or extent of autophagosome assembly. [GOC:autophagy, GOC:BHF]",http://amigo.geneontology.org/amigo/term/GO:2000785,47,16,0.3404255319148936,redundant,GOBP|GOBP_REGULATION_OF_VACUOLE_ORGANIZATION,0.8
GOBP|GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION,GOBP,GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION,M24983,GO:1901096,"Any process that modulates the frequency, rate or extent of autophagosome maturation. [GOC:autophagy, GOC:TermGenie, PMID:10436019, PMID:21383079]",http://amigo.geneontology.org/amigo/term/GO:1901096,17,4,0.23529411764705882,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AUTOPHAGY,GOBP,GOBP_REGULATION_OF_AUTOPHAGY,M10281,GO:0010506,"Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm. [GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0010506,377,126,0.33421750663129973,retained,NA,NA
GOBP|GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,GOBP,GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,M25145,GO:1903146,"Any process that modulates the frequency, rate or extent of mitochondrion degradation by an autophagic process. [GO_REF:0000058, GOC:autophagy, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24600391]",http://amigo.geneontology.org/amigo/term/GO:1903146,54,25,0.46296296296296297,redundant,GOBP|GOBP_AUTOPHAGY_OF_MITOCHONDRION,0.5208333333333334
GOBP|GOBP_REGULATION_OF_AXONOGENESIS,GOBP,GOBP_REGULATION_OF_AXONOGENESIS,M6050,GO:0050770,"Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0050770,142,18,0.1267605633802817,retained,NA,NA
GOBP|GOBP_REGULATION_OF_AXON_DIAMETER,GOBP,GOBP_REGULATION_OF_AXON_DIAMETER,M49401,GO:0031133,"Any process that modulates the rate, direction or extent of axon growth such that the correct diameter is attained and maintained. [GOC:dph, GOC:mah, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0031133,5,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_AXON_EXTENSION,GOBP,GOBP_REGULATION_OF_AXON_EXTENSION,M46758,GO:0030516,"Any process that modulates the rate, direction or extent of axon extension. [GOC:go_curators]",http://amigo.geneontology.org/amigo/term/GO:0030516,83,15,0.18072289156626506,redundant,GOBP|GOBP_REGULATION_OF_AXONOGENESIS,0.5
GOBP|GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE,GOBP,GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE,M48473,GO:0048841,"Any process that modulates the frequency, rate or extent of axon extension involved in axon guidance. [GOC:devbiol]",http://amigo.geneontology.org/amigo/term/GO:0048841,16,1,0.0625,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AXON_GUIDANCE,GOBP,GOBP_REGULATION_OF_AXON_GUIDANCE,M11421,GO:1902667,"Any process that modulates the frequency, rate or extent of axon guidance. [GO_REF:0000058, GOC:hjd, GOC:TermGenie, PMID:23006775]",http://amigo.geneontology.org/amigo/term/GO:1902667,12,1,0.08333333333333333,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_BARBED_END_ACTIN_FILAMENT_CAPPING,GOBP,GOBP_REGULATION_OF_BARBED_END_ACTIN_FILAMENT_CAPPING,M29398,GO:2000812,"Any process that modulates the frequency, rate or extent of barbed-end actin filament capping. [GOC:BHF]",http://amigo.geneontology.org/amigo/term/GO:2000812,7,2,0.2857142857142857,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION,GOBP,GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION,M45224,GO:0110011,"Any process that modulates the frequency, rate or extent of the assembly, disassembly or arrangement of constituent parts of the basement membrane. [GOC:ha, PMID:27404358]",http://amigo.geneontology.org/amigo/term/GO:0110011,6,5,0.8333333333333334,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_BEHAVIOR,GOBP,GOBP_REGULATION_OF_BEHAVIOR,M12371,GO:0050795,"Any process that modulates the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli. [GOC:go_curators, GOC:pr]",http://amigo.geneontology.org/amigo/term/GO:0050795,84,7,0.08333333333333333,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,GOBP,GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,M16769,GO:2000810,"Any process that modulates the frequency, rate or extent of tight junction assembly. [GOC:BHF]",http://amigo.geneontology.org/amigo/term/GO:2000810,26,6,0.23076923076923078,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_BILE_ACID_BIOSYNTHETIC_PROCESS,GOBP,GOBP_REGULATION_OF_BILE_ACID_BIOSYNTHETIC_PROCESS,M24416,GO:0070857,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of bile acids. [GOC:BHF, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0070857,12,1,0.08333333333333333,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_BILE_ACID_SECRETION,GOBP,GOBP_REGULATION_OF_BILE_ACID_SECRETION,M40526,GO:0120188,"Any process that modulates the frequency, rate or extent of the controlled release of bile acid from a cell or a tissue. [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:22767443]",http://amigo.geneontology.org/amigo/term/GO:0120188,5,1,0.2,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_BINDING,GOBP,GOBP_REGULATION_OF_BINDING,M4198,GO:0051098,"Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051098,98,18,0.1836734693877551,retained,NA,NA
GOBP|GOBP_REGULATION_OF_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,GOBP,GOBP_REGULATION_OF_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,M25471,GO:2000359,"Any process that modulates the frequency, rate or extent of binding of sperm to the zona pellucida. [GOC:obol]",http://amigo.geneontology.org/amigo/term/GO:2000359,5,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,GOBP,GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,M12896,GO:0043903,"Any process that modulates the frequency, rate or extent of symbiosis, an interaction between two organisms living together in more or less intimate association. [GOC:jl]",http://amigo.geneontology.org/amigo/term/GO:0043903,36,7,0.19444444444444445,too_few_measured,NA,NA
