set_id,database,pathway,msigdb_id,source_id,description,url,source_size,measured_size,measured_fraction,status,representative,jaccard
GOBP|GOBP_NEURON_CELLULAR_HOMEOSTASIS,GOBP,GOBP_NEURON_CELLULAR_HOMEOSTASIS,M24333,GO:0070050,"The cellular homeostatic process that preserves a neuron in a stable, differentiated functional and structural state. [GOC:BHF, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0070050,53,13,0.24528301886792453,too_few_measured,NA,NA
GOBP|GOBP_NEURON_CELL_CELL_ADHESION,GOBP,GOBP_NEURON_CELL_CELL_ADHESION,M14028,GO:0007158,The attachment of a neuron to another cell via adhesion molecules. [GOC:go_curators],http://amigo.geneontology.org/amigo/term/GO:0007158,19,0,0,too_few_measured,NA,NA
GOBP|GOBP_NEURON_DEVELOPMENT,GOBP,GOBP_NEURON_DEVELOPMENT,M6784,GO:0048666,"The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0048666,1215,166,0.13662551440329218,source_too_large,NA,NA
GOBP|GOBP_NEURON_FATE_COMMITMENT,GOBP,GOBP_NEURON_FATE_COMMITMENT,M15345,GO:0048663,The process in which the developmental fate of a cell becomes restricted such that it will develop into a neuron. [GOC:dph],http://amigo.geneontology.org/amigo/term/GO:0048663,68,3,0.04411764705882353,too_few_measured,NA,NA
GOBP|GOBP_NEURON_FATE_DETERMINATION,GOBP,GOBP_NEURON_FATE_DETERMINATION,M23874,GO:0048664,"The process in which a cell becomes capable of differentiating autonomously into a neuron regardless of its environment; upon determination, the cell fate cannot be reversed. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0048664,8,1,0.125,source_too_small,NA,NA
GOBP|GOBP_NEURON_FATE_SPECIFICATION,GOBP,GOBP_NEURON_FATE_SPECIFICATION,M13126,GO:0048665,"The process in which a cell becomes capable of differentiating autonomously into a neuron in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0048665,33,2,0.06060606060606061,too_few_measured,NA,NA
GOBP|GOBP_NEURON_GLIAL_CELL_SIGNALING,GOBP,GOBP_NEURON_GLIAL_CELL_SIGNALING,M40538,GO:0150099,"Cell-cell signaling that mediates the transfer of information from a neuron to a glial cell. This signaling has been shown to be mediated by various molecules released by different types of neurons, e.g. glutamate, gamma-amino butyric acid (GABA), noradrenaline, acetylcholine, dopamine and adenosine. [GOC:aruk, GOC:bc, PMID:10195197, PMID:10196584, PMID:10377338, PMID:10493741, PMID:11356870, PMID:11399439, PMID:15252819, PMID:27788368]",http://amigo.geneontology.org/amigo/term/GO:0150099,5,0,0,source_too_small,NA,NA
GOBP|GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,GOBP,GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,M23453,GO:0036480,"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a neuron. The pathway is induced in response to oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, and ends when the execution phase of apoptosis is triggered. [GOC:bf, GOC:PARL, PMID:23858059]",http://amigo.geneontology.org/amigo/term/GO:0036480,24,7,0.2916666666666667,too_few_measured,NA,NA
GOBP|GOBP_NEURON_MATURATION,GOBP,GOBP_NEURON_MATURATION,M10809,GO:0042551,"A developmental process, independent of morphogenetic (shape) change, that is required for a neuron to attain its fully functional state. [GOC:dph, GOC:jl]",http://amigo.geneontology.org/amigo/term/GO:0042551,54,5,0.09259259259259259,too_few_measured,NA,NA
GOBP|GOBP_NEURON_MIGRATION,GOBP,GOBP_NEURON_MIGRATION,M13864,GO:0001764,"The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature. [CL:0000540, GOC:go_curators]",http://amigo.geneontology.org/amigo/term/GO:0001764,192,27,0.140625,retained,NA,NA
GOBP|GOBP_NEURON_NEURON_SYNAPTIC_TRANSMISSION,GOBP,GOBP_NEURON_NEURON_SYNAPTIC_TRANSMISSION,M12840,GO:0007270,"The process of synaptic transmission from a neuron to another neuron across a synapse. [GOC:add, GOC:dos, GOC:jl, MeSH:D009435]",http://amigo.geneontology.org/amigo/term/GO:0007270,9,3,0.3333333333333333,source_too_small,NA,NA
GOBP|GOBP_NEURON_PROJECTION_ARBORIZATION,GOBP,GOBP_NEURON_PROJECTION_ARBORIZATION,M24916,GO:0140058,"The process in which the anatomical structures of a neuron projection are generated and organized into branches. A neuron projection is any process extending from a neural cell, such as axons or dendrites. [GOC:aruk, GOC:bc, PMID:17114044, PMID:23270857, PMID:23764288]",http://amigo.geneontology.org/amigo/term/GO:0140058,35,3,0.08571428571428572,too_few_measured,NA,NA
GOBP|GOBP_NEURON_PROJECTION_EXTENSION,GOBP,GOBP_NEURON_PROJECTION_EXTENSION,M10515,GO:1990138,"Long distance growth of a single neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:BHF, GOC:rl, PMID:22790009]",http://amigo.geneontology.org/amigo/term/GO:1990138,170,27,0.1588235294117647,redundant,GOBP|GOBP_DEVELOPMENTAL_CELL_GROWTH,0.7105263157894737
GOBP|GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,GOBP,GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,M10902,GO:1902284,"Any neuron projection extension that is involved in neuron projection guidance. [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]",http://amigo.geneontology.org/amigo/term/GO:1902284,20,1,0.05,too_few_measured,NA,NA
GOBP|GOBP_NEURON_PROJECTION_GUIDANCE,GOBP,GOBP_NEURON_PROJECTION_GUIDANCE,M48513,GO:0097485,"The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues. [GOC:BHF, GOC:rl, PMID:22790009]",http://amigo.geneontology.org/amigo/term/GO:0097485,243,26,0.10699588477366255,retained,NA,NA
GOBP|GOBP_NEURON_PROJECTION_MAINTENANCE,GOBP,GOBP_NEURON_PROJECTION_MAINTENANCE,M25409,GO:1990535,"The organization process that preserves a neuron projection in a stable functional or structural state. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:kmv, PMID:25359212]",http://amigo.geneontology.org/amigo/term/GO:1990535,13,5,0.38461538461538464,source_too_small,NA,NA
GOBP|GOBP_NEURON_PROJECTION_ORGANIZATION,GOBP,GOBP_NEURON_PROJECTION_ORGANIZATION,M24889,GO:0106027,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a neuron, e.g. an axon, or a dendrite. [GOC:aruk, GOC:bc, PMID:11585923]",http://amigo.geneontology.org/amigo/term/GO:0106027,98,22,0.22448979591836735,retained,NA,NA
GOBP|GOBP_NEURON_PROJECTION_REGENERATION,GOBP,GOBP_NEURON_PROJECTION_REGENERATION,M14446,GO:0031102,"The regrowth of neuronal processes such as axons or dendrites in response to their loss or damage. [GOC:dgh, GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0031102,59,12,0.2033898305084746,too_few_measured,NA,NA
GOBP|GOBP_NEURON_RECOGNITION,GOBP,GOBP_NEURON_RECOGNITION,M10326,GO:0008038,The process in which a neuronal cell in a multicellular organism interprets its surroundings. [GOC:go_curators],http://amigo.geneontology.org/amigo/term/GO:0008038,50,9,0.18,too_few_measured,NA,NA
GOBP|GOBP_NEURON_REMODELING,GOBP,GOBP_NEURON_REMODELING,M22823,GO:0016322,The developmentally regulated remodeling of neuronal projections such as pruning to eliminate the extra dendrites and axons projections set up in early stages of nervous system development. [GOC:hb],http://amigo.geneontology.org/amigo/term/GO:0016322,14,0,0,source_too_small,NA,NA
GOBP|GOBP_NEUROPEPTIDE_CATABOLIC_PROCESS,GOBP,GOBP_NEUROPEPTIDE_CATABOLIC_PROCESS,M50388,GO:0010813,"The chemical reactions and pathways resulting in the breakdown of neuropeptides. Neuropeptides are signaling peptides that travel across a synaptic junction. [GOC:BHF, GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0010813,5,3,0.6,source_too_small,NA,NA
GOBP|GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY,GOBP,GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY,M7277,GO:0007218,"A G protein-coupled receptor signaling pathway initiated by a neuropeptide binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process. [GOC:mah, ISBN:0815316194]",http://amigo.geneontology.org/amigo/term/GO:0007218,117,3,0.02564102564102564,too_few_measured,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING,GOBP,GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING,M24600,GO:0072578,"The receptor clustering process in which neurotransmitter-gated ion channels are localized to distinct domains in the cell membrane. [GOC:dsf, PMID:20843816]",http://amigo.geneontology.org/amigo/term/GO:0072578,19,1,0.05263157894736842,too_few_measured,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE,GOBP,GOBP_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE,M24803,GO:0098700,"The active transport of neurotransmitters into a synaptic vesicle. This import is fuelled by an electrochemical gradient across the vesicle membrane, established by the action of proton pumps. [GOC:bf, GOC:pad, GOC:PARL, PMID:10099709, PMID:15217342]",http://amigo.geneontology.org/amigo/term/GO:0098700,7,0,0,source_too_small,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,GOBP,GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,M24885,GO:0099645,"A process in which a neurotransmitter is transported to, or maintained in, a location within the membrane adjacent to a postsynaptic specialization (e.g. postsynaptic density). [GOC:dos]",http://amigo.geneontology.org/amigo/term/GO:0099645,38,7,0.18421052631578946,too_few_measured,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT,GOBP,GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT,M29306,GO:0099637,The directed movement of neurotransmitter receptors. [GOC:dos],http://amigo.geneontology.org/amigo/term/GO:0099637,19,2,0.10526315789473684,too_few_measured,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE,GOBP,GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE,M42972,GO:0098887,The directed movement of neurotransmitter receptor from the postsynaptic endosome to the postsynaptic membrane in transport vesicles. [GOC:dos],http://amigo.geneontology.org/amigo/term/GO:0098887,10,1,0.1,source_too_small,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE,GOBP,GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE,M40520,GO:0098877,The directed movement of neurotransmitter receptor to the plasma membrane in transport vesicles. [GOC:dos],http://amigo.geneontology.org/amigo/term/GO:0098877,15,2,0.13333333333333333,too_few_measured,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_REUPTAKE,GOBP,GOBP_NEUROTRANSMITTER_REUPTAKE,M24812,GO:0098810,The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol. [GOC:dos],http://amigo.geneontology.org/amigo/term/GO:0098810,35,7,0.2,too_few_measured,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_SECRETION,GOBP,GOBP_NEUROTRANSMITTER_SECRETION,M29062,GO:0007269,The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission. [GOC:dph],http://amigo.geneontology.org/amigo/term/GO:0007269,158,24,0.1518987341772152,redundant,GOBP|GOBP_NEUROTRANSMITTER_TRANSPORT,0.75
GOBP|GOBP_NEUROTRANSMITTER_TRANSPORT,GOBP,GOBP_NEUROTRANSMITTER_TRANSPORT,M11274,GO:0006836,"The directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0006836,220,32,0.14545454545454545,retained,NA,NA
GOBP|GOBP_NEUROTRANSMITTER_UPTAKE,GOBP,GOBP_NEUROTRANSMITTER_UPTAKE,M10602,GO:0001504,The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387],http://amigo.geneontology.org/amigo/term/GO:0001504,48,9,0.1875,too_few_measured,NA,NA
GOBP|GOBP_NEUROTROPHIN_PRODUCTION,GOBP,GOBP_NEUROTROPHIN_PRODUCTION,M49413,GO:0032898,"The appearance of a neurotrophin due to biosynthesis or secretion by cells in a neuron's target field, resulting in an increase in its intracellular or extracellular levels. A neurotrophin is any of a family of growth factors that prevent apoptosis in neurons and promote nerve growth. [GOC:ecd, GOC:mah, GOC:mtg_MIT_16mar07]",http://amigo.geneontology.org/amigo/term/GO:0032898,5,0,0,source_too_small,NA,NA
GOBP|GOBP_NEUROTROPHIN_SIGNALING_PATHWAY,GOBP,GOBP_NEUROTROPHIN_SIGNALING_PATHWAY,M16665,GO:0038179,"The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons. [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]",http://amigo.geneontology.org/amigo/term/GO:0038179,39,7,0.1794871794871795,too_few_measured,NA,NA
GOBP|GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,GOBP,GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,M15971,GO:0048011,"The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]",http://amigo.geneontology.org/amigo/term/GO:0048011,26,5,0.19230769230769232,too_few_measured,NA,NA
GOBP|GOBP_NEUTRAL_AMINO_ACID_TRANSPORT,GOBP,GOBP_NEUTRAL_AMINO_ACID_TRANSPORT,M15992,GO:0015804,"The directed movement of neutral amino acids, amino acids with no net charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0015804,56,5,0.08928571428571429,too_few_measured,NA,NA
GOBP|GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,GOBP,GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,M14077,GO:0046460,"The chemical reactions and pathways resulting in the formation of neutral lipids, lipids only soluble in solvents of very low polarity. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0046460,52,9,0.17307692307692307,too_few_measured,NA,NA
GOBP|GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS,GOBP,GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS,M13264,GO:0046461,"The chemical reactions and pathways resulting in the breakdown of neutral lipids, lipids only soluble in solvents of very low polarity. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0046461,46,8,0.17391304347826086,too_few_measured,NA,NA
GOBP|GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,GOBP,GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,M14292,GO:0006638,"The chemical reactions and pathways involving neutral lipids, lipids only soluble in solvents of very low polarity. [ISBN:0198547684]",http://amigo.geneontology.org/amigo/term/GO:0006638,147,25,0.17006802721088435,retained,NA,NA
GOBP|GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP,GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,M42597,GO:0002283,"The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response. [GOC:add, ISBN:0781735149]",http://amigo.geneontology.org/amigo/term/GO:0002283,21,4,0.19047619047619047,too_few_measured,NA,NA
GOBP|GOBP_NEUTROPHIL_APOPTOTIC_PROCESS,GOBP,GOBP_NEUTROPHIL_APOPTOTIC_PROCESS,M22188,GO:0001781,"Any apoptotic process in a neutrophil, any of the immature or mature forms of a granular leukocyte that in its mature form has a nucleus with three to five lobes connected by slender threads of chromatin, and cytoplasm containing fine inconspicuous granules and stainable by neutral dyes. [CL:0000775, GOC:add, GOC:mtg_apoptosis, PMID:12752675, PMID:12960266]",http://amigo.geneontology.org/amigo/term/GO:0001781,8,1,0.125,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_CHEMOTAXIS,GOBP,GOBP_NEUTROPHIL_CHEMOTAXIS,M34121,GO:0030593,"The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding. [GOC:jl, ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0030593,85,13,0.15294117647058825,too_few_measured,NA,NA
GOBP|GOBP_NEUTROPHIL_CLEARANCE,GOBP,GOBP_NEUTROPHIL_CLEARANCE,M42967,GO:0097350,"The selective elimination of senescent neutrophils from the body by autoregulatory mechanisms. [GOC:BHF, PMID:21957127]",http://amigo.geneontology.org/amigo/term/GO:0097350,6,2,0.3333333333333333,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_DEGRANULATION,GOBP,GOBP_NEUTROPHIL_DEGRANULATION,M42792,GO:0043312,"The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil. [ISBN:0781735149]",http://amigo.geneontology.org/amigo/term/GO:0043312,13,4,0.3076923076923077,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_DIFFERENTIATION,GOBP,GOBP_NEUTROPHIL_DIFFERENTIATION,M22958,GO:0030223,The process in which a myeloid precursor cell acquires the specialized features of a neutrophil. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0030223,11,2,0.18181818181818182,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_EXTRAVASATION,GOBP,GOBP_NEUTROPHIL_EXTRAVASATION,M24616,GO:0072672,"The migration of a neutrophil from the blood vessels into the surrounding tissue. [CL:0000775, GOC:BHF]",http://amigo.geneontology.org/amigo/term/GO:0072672,14,3,0.21428571428571427,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_HOMEOSTASIS,GOBP,GOBP_NEUTROPHIL_HOMEOSTASIS,M22187,GO:0001780,"The process of regulating the proliferation and elimination of neutrophils such that the total number of neutrophils within a whole or part of an organism is stable over time in the absence of an outside stimulus. [GOC:add, GOC:pr, PMID:12752675, PMID:12960266]",http://amigo.geneontology.org/amigo/term/GO:0001780,21,3,0.14285714285714285,too_few_measured,NA,NA
GOBP|GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY,GOBP,GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY,M24430,GO:0070942,"The directed killing of a target cell by a neutrophil. [GOC:add, ISBN:0781765196]",http://amigo.geneontology.org/amigo/term/GO:0070942,18,0,0,too_few_measured,NA,NA
GOBP|GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,GOBP,GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,M42600,GO:0002446,"Any process involved in the carrying out of an immune response by a neutrophil. [GO_REF:0000022, GOC:add, ISBN:0781735149]",http://amigo.geneontology.org/amigo/term/GO:0002446,42,7,0.16666666666666666,too_few_measured,NA,NA
GOBP|GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_BACTERIUM,GOBP,GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_BACTERIUM,M49515,GO:0070944,"The directed killing of a bacterium by a neutrophil. [GOC:add, ISBN:0781765196]",http://amigo.geneontology.org/amigo/term/GO:0070944,14,0,0,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM,GOBP,GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM,M24432,GO:0070945,"The directed killing of a gram-negative bacterium by a neutrophil. [GOC:add, ISBN:0781765196]",http://amigo.geneontology.org/amigo/term/GO:0070945,7,0,0,source_too_small,NA,NA
GOBP|GOBP_NEUTROPHIL_MIGRATION,GOBP,GOBP_NEUTROPHIL_MIGRATION,M25402,GO:1990266,The movement of a neutrophil within or between different tissues and organs of the body. [PMID:1826836],http://amigo.geneontology.org/amigo/term/GO:1990266,108,19,0.17592592592592593,redundant,GOBP|GOBP_GRANULOCYTE_MIGRATION,0.7916666666666666
GOBP|GOBP_NICOTINATE_METABOLIC_PROCESS,GOBP,GOBP_NICOTINATE_METABOLIC_PROCESS,M50550,GO:1901847,"The chemical reactions and pathways involving nicotinate. [GOC:TermGenie, GOC:yaf, UniPathway:UPA00830]",http://amigo.geneontology.org/amigo/term/GO:1901847,12,5,0.4166666666666667,source_too_small,NA,NA
GOBP|GOBP_NITRIC_OXIDE_CGMP_MEDIATED_SIGNALING,GOBP,GOBP_NITRIC_OXIDE_CGMP_MEDIATED_SIGNALING,M48437,GO:0038060,"An intracellular signaling cassette in which the signal is passed on within the cell by nitric oxide (NO) activating soluble guanylyl cyclase (sGC). Includes synthesis of nitric oxide, guanylyl cyclase activity, and downstream effectors that further transmit the signal within the cell following activation by cGMP. [GOC:signaling, PMID:21549190, PMID:22019632]",http://amigo.geneontology.org/amigo/term/GO:0038060,13,4,0.3076923076923077,source_too_small,NA,NA
GOBP|GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,GOBP,GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,M15820,GO:0007263,"An intracellular signaling cassette that starts with production of nitric oxide, detection by receptors/sensors for nitric oxide (such as soluble guanylyl cyclase/sGC) and ends with the activation of downstream effectors that further transmit the signal within the cell. Nitric oxide transmits its downstream effects through either cyclic GMP (cGMP)-dependent or independent mechanisms. [GOC:jl, PMID:21549190]",http://amigo.geneontology.org/amigo/term/GO:0007263,27,6,0.2222222222222222,too_few_measured,NA,NA
GOBP|GOBP_NITRIC_OXIDE_TRANSPORT,GOBP,GOBP_NITRIC_OXIDE_TRANSPORT,M42712,GO:0030185,"The directed movement of nitric oxide, nitrogen monoxide, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0030185,5,1,0.2,source_too_small,NA,NA
GOBP|GOBP_NITROGEN_COMPOUND_TRANSPORT,GOBP,GOBP_NITROGEN_COMPOUND_TRANSPORT,M48500,GO:0071705,"The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0071705,1937,461,0.23799690242643262,source_too_large,NA,NA
GOBP|GOBP_NITROGEN_CYCLE_METABOLIC_PROCESS,GOBP,GOBP_NITROGEN_CYCLE_METABOLIC_PROCESS,M48501,GO:0071941,"A nitrogen compound metabolic process that contributes to the nitrogen cycle. The nitrogen cycle is a series of metabolic pathways by which nitrogen is converted between various forms and redox states; it encompasses pathways in which nitrogen is acted upon directly, such as nitrification, denitrification, nitrogen fixation, and mineralization. [GOC:mah, PMID:16675690, Wikipedia:Nitrogen_cycle]",http://amigo.geneontology.org/amigo/term/GO:0071941,16,4,0.25,too_few_measured,NA,NA
GOBP|GOBP_NITROGEN_UTILIZATION,GOBP,GOBP_NITROGEN_UTILIZATION,M48396,GO:0019740,"A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism's metabolism. [GOC:mah, GOC:mlg]",http://amigo.geneontology.org/amigo/term/GO:0019740,5,2,0.4,source_too_small,NA,NA
GOBP|GOBP_NK_T_CELL_ACTIVATION,GOBP,GOBP_NK_T_CELL_ACTIVATION,M23954,GO:0051132,"The change in morphology and behavior of a mature or immature natural killer T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific. [ISBN:0781735149, PMID:12154375, PMID:9133426]",http://amigo.geneontology.org/amigo/term/GO:0051132,26,5,0.19230769230769232,too_few_measured,NA,NA
GOBP|GOBP_NK_T_CELL_DIFFERENTIATION,GOBP,GOBP_NK_T_CELL_DIFFERENTIATION,M22197,GO:0001865,"The process in which a precursor cell type acquires the specialized features of a NK T cell. [GOC:add, ISBN:0781735149, PMID:10704459]",http://amigo.geneontology.org/amigo/term/GO:0001865,11,0,0,source_too_small,NA,NA
GOBP|GOBP_NK_T_CELL_PROLIFERATION,GOBP,GOBP_NK_T_CELL_PROLIFERATION,M22198,GO:0001866,"The expansion of a NK T cell population by cell division. [GOC:add, ISBN:0781735149, PMID:10704459]",http://amigo.geneontology.org/amigo/term/GO:0001866,12,1,0.08333333333333333,source_too_small,NA,NA
GOBP|GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS,GOBP,GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS,M14979,GO:0006607,"The directed movement of a protein bearing a nuclear localization signal (NLS) from the cytoplasm into the nucleus, across the nuclear envelope. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0006607,20,7,0.35,too_few_measured,NA,NA
GOBP|GOBP_NMDA_GLUTAMATE_RECEPTOR_CLUSTERING,GOBP,GOBP_NMDA_GLUTAMATE_RECEPTOR_CLUSTERING,M49546,GO:0097114,"The receptor clustering process in which N-methyl-D-aspartate (NMDA) receptors are localized to distinct domains in the cell membrane. [GOC:BHF, GOC:sjp, PMID:15620359]",http://amigo.geneontology.org/amigo/term/GO:0097114,5,0,0,source_too_small,NA,NA
GOBP|GOBP_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,GOBP,GOBP_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,M49555,GO:0098989,"The series of molecular signals initiated by glutamate binding to an NMDA-selective glutamate receptor on the surface of the target cell, followed by the movement of ions through a channel in the receptor complex, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:dos, ISBN:9780071120005]",http://amigo.geneontology.org/amigo/term/GO:0098989,7,1,0.14285714285714285,source_too_small,NA,NA
GOBP|GOBP_NODAL_SIGNALING_PATHWAY,GOBP,GOBP_NODAL_SIGNALING_PATHWAY,M23471,GO:0038092,"The series of molecular signals initiated by nodal protein binding to an activin receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:BHF, GOC:vk, PMID:17287255]",http://amigo.geneontology.org/amigo/term/GO:0038092,22,3,0.13636363636363635,too_few_measured,NA,NA
